Date,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle
2021-08-08,18:35,Sunday,KENNEDY BD STATION,MUSAN,4,9,W,BD,5232
2021-08-08,19:39,Sunday,ST CLAIR WEST STATION,PUOPO,7,14,N,YU,5541
2021-08-08,19:46,Sunday,DAVISVILLE BUILDD UP,TUCC,4,9,,YU,5696
2021-08-08,21:40,Sunday,SPADINA YUS STATION,PUOPO,0,0,N,YU,6001
2021-08-08,22:00,Sunday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0
2021-08-08,22:06,Sunday,BAY STATION,SUO,9,16,W,BD,5045
2021-08-08,22:24,Sunday,FINCH WEST STATION,PUOPO,5,12,N,YU,6126
2021-08-08,22:38,Sunday,PIONEER VILLAGE STATIO,PUOPO,7,14,N,YU,6126
2021-08-08,00:08,Sunday,HIGHWAY 407 STATION,PUOPO,0,0,S,YU,5451
2021-08-08,00:16,Sunday,ST CLAIR WEST STATION,PUOPO,7,14,N,YU,5461
2021-08-08,01:15,Sunday,WILSON STATION,EUOPO,7,14,S,YU,5596
2021-08-08,01:32,Sunday,ST GEORGE YUS STATION,TUNIP,10,17,N,YU,5456
2021-08-08,01:41,Sunday,FINCH STATION,MUIS,0,0,,YU,0
2021-08-08,10:12,Sunday,SHEPPARD-YONGE STATION,TUSC,0,0,E,SHP,6161
2021-08-09,05:50,Monday,FINCH STATION,EUTRD,4,8,S,YU,5886
2021-08-09,05:49,Monday,MCCOWAN YARD,MRTO,5,10,S,SRT,3008
2021-08-09,06:14,Monday,SCARBOROUGH CTR STATIO,MRD,0,0,N,SRT,3020
2021-08-09,06:01,Monday,VICTORIA PARK STATION,PUMO,0,0,,BD,0
2021-08-09,06:19,Monday,FINCH STATION,SUDP,0,0,,YU,0
2021-08-09,06:20,Monday,MCCOWAN STATION,MRTO,0,0,S,SRT,3022
2021-08-09,06:35,Monday,FINCH STATION,MUSC,0,0,S,YU,5466
2021-08-09,13:39,Monday,LINE 3 SCARBOROUGH SRT,MRWEA,0,0,,SRT,0
2021-08-09,07:39,Monday,DUNDAS STATION,MUIS,0,0,S,YU,0
2021-08-09,14:06,Monday,LAWRENCE EAST STATION,MRUI,0,0,,SRT,0
2021-08-09,10:36,Monday,ROSEDALE STATION,MUSC,3,6,N,YU,5571
2021-08-09,11:27,Monday,DUNDAS WEST STATION,SUDP,0,0,,BD,0
2021-08-09,11:47,Monday,ST CLAIR WEST STATION,SUAP,0,0,,YU,0
2021-08-09,13:30,Monday,DUFFERIN STATION,SUUT,3,7,E,BD,5248
2021-08-09,13:49,Monday,KEELE STATION,MUSC,0,0,W,BD,5207
2021-08-09,14:04,Monday,SHEPPARD STATION,MUIE,11,14,S,YU,5471
2021-08-09,14:38,Monday,MUSEUM STATION,MUPAA,0,0,S,YU,5566
2021-08-09,17:13,Monday,FINCH STATION,SUROB,0,0,,YU,0
2021-08-09,17:24,Monday,OSGOODE STATION,SUUT,0,0,N,YU,5951
2021-08-09,18:16,Monday,ST GEORGE BD STATION,SUDP,0,0,W,BD,5170
2021-08-09,18:28,Monday,KIPLING STATION,PUMEL,0,0,,BD,0
2021-08-09,18:40,Monday,ST PATRICK STATION,SUAP,0,0,,YU,0
2021-08-09,18:41,Monday,DUNDAS STATION,SUDP,0,0,N,YU,5461
2021-08-09,19:15,Monday,DON MILLS STATION,SUO,12,17,E,BD,6146
2021-08-09,19:23,Monday,COLLEGE STATION,SUAP,0,0,,YU,0
2021-08-09,20:00,Monday,EGLINTON STATION,MUIR,9,14,N,YU,6056
2021-08-09,20:00,Monday,NORTH YORK CTR STATION,EUNT,7,12,S,YU,5556
2021-08-09,20:29,Monday,ST CLAIR STATION,SUO,5,10,S,YU,6066
2021-08-09,21:07,Monday,KIPLING STATION,MUIR,7,14,E,BD,5279
2021-08-09,21:17,Monday,UNION STATION,MUIRS,0,0,,YU,0
2021-08-09,21:35,Monday,QUEEN STATION,PUMEL,0,0,,YU,0
2021-08-09,22:00,Monday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0
2021-08-09,23:00,Monday,LAWRENCE STATION,MUSC,5,12,N,YU,6126
2021-08-09,23:09,Monday,SPADINA YUS STATION,TUO,0,0,N,YU,5841
2021-08-09,23:25,Monday,QUEEN STATION,SUDP,0,0,N,YU,5881
2021-08-09,23:25,Monday,SHEPPARD WEST STATION,MUO,0,0,,YU,0
2021-08-09,01:39,Monday,ST GEORGE BD STATION,MUI,11,18,W,BD,5133
2021-08-09,01:55,Monday,SHEPPARD WEST STATION,PUATC,0,0,S,YU,5846
2021-08-09,08:25,Monday,BESSARION STATION,TUMVS,3,8,E,SHP,6146
2021-08-09,18:13,Monday,SHEPPARD-YONGE STATION,TUNOA,3,8,E,SHP,6196
2021-08-09,22:11,Monday,DON MILLS STATION,MUO,0,0,,SHP,0
2021-08-10,02:55,Tuesday,HIGHWAY 407 STATION,PUMO,0,0,,YU,0
2021-08-10,06:17,Tuesday,LINE 3 SCARBOROUGH SRT,MRWEA,0,0,,SRT,0
2021-08-10,06:01,Tuesday,SHEPPARD WEST STATION,MUIS,0,0,,YU,0
2021-08-10,06:09,Tuesday,ST PATRICK STATION,MUIS,0,0,,YU,0
2021-08-10,07:55,Tuesday,ROSEDALE STATION,MUSC,0,0,N,YU,5571
2021-08-10,09:41,Tuesday,ROSEDALE STATION,MUSC,0,0,N,YU,5841
2021-08-10,10:34,Tuesday,DUNDAS WEST STATION,SUUT,22,26,W,BD,5369
2021-08-10,13:43,Tuesday,DUPONT STATION,SUDP,0,0,S,YU,5971
2021-08-10,14:14,Tuesday,FINCH STATION,EUSC,3,6,S,YU,5636
2021-08-10,14:34,Tuesday,FINCH STATION,MUIRS,0,0,,YU,0
2021-08-10,14:45,Tuesday,HIGHWAY 407 STATION,TUO,3,6,N,YU,6071
2021-08-10,15:36,Tuesday,ST ANDREW STATION,MUIR,4,7,N,YU,5806
2021-08-10,16:20,Tuesday,ROYAL YORK STATION,MUSC,0,0,E,BD,5219
2021-08-10,16:38,Tuesday,LANSDOWNE STATION,MUSC,0,0,E,BD,5214
2021-08-10,16:48,Tuesday,SHERBOURNE STATION,PUMEL,0,0,,BD,0
2021-08-10,17:24,Tuesday,PAPE STATION,MUNCA,0,0,,BD,0
2021-08-10,17:44,Tuesday,SHERBOURNE STATION,MUIS,0,0,,BD,0
2021-08-10,18:38,Tuesday,ST ANDREW STATION,MUPAA,0,0,N,YU,5876
2021-08-10,20:37,Tuesday,EGLINTON WEST STATION,PUSAC,7,14,N,YU,5776
2021-08-10,20:39,Tuesday,SPADINA YUS STATION,MUPAA,0,0,S,YU,5966
2021-08-10,20:40,Tuesday,LAWRENCE STATION,MUIR,4,9,S,YU,5476
2021-08-10,20:55,Tuesday,ST CLAIR STATION,MUIS,0,0,S,YU,5821
2021-08-10,21:05,Tuesday,HIGH PARK STATION,MUIRS,0,0,E,BD,5132
2021-08-10,21:13,Tuesday,LAWRENCE STATION,SUDP,7,14,N,YU,5966
2021-08-10,21:23,Tuesday,OSSINGTON STATION,MUPAA,0,0,W,BD,5251
2021-08-10,21:39,Tuesday,EGLINTON WEST STATION,PUSAC,4,11,N,YU,5856
2021-08-10,21:42,Tuesday,SHEPPARD STATION,SUDP,7,14,N,YU,5526
2021-08-10,22:00,Tuesday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0
2021-08-10,22:50,Tuesday,LAWRENCE STATION,SUO,4,11,S,YU,5591
2021-08-10,23:00,Tuesday,SHEPPARD WEST TO ST CL,MUO,0,0,,YU,0
2021-08-10,00:43,Tuesday,SHEPPARD WEST STATION,PUTTP,4,11,N,YU,5551
2021-08-10,00:50,Tuesday,KEELE STATION,SUO,0,0,W,BD,5251
2021-08-10,05:19,Tuesday,SHEPPARD-YONGE STATION,EUSC,0,0,E,SHP,6176
2021-08-10,05:36,Tuesday,DON MILLS STATION,MUSC,0,0,W,SHP,6191
2021-08-10,05:48,Tuesday,DON MILLS STATION,MUSC,0,0,W,SHP,6151
2021-08-11,06:26,Wednesday,GLENCAIRN STATION,PUSAC,8,12,N,YU,5866
2021-08-11,10:14,Wednesday,SCARBOROUGH RAPID TRAN,MRWEA,0,0,,SRT,0
2021-08-11,14:22,Wednesday,MCCOWAN STATION,MRUI,0,0,,SRT,0
2021-08-11,06:34,Wednesday,VAUGHAN MC STATION,MUATC,3,6,S,YU,6066
2021-08-11,18:45,Wednesday,MCCOWAN STATION,SRAP,0,0,,SRT,0
2021-08-11,07:02,Wednesday,VAUGHAN MC STATION,TUO,3,6,S,YU,5861
2021-08-11,07:18,Wednesday,GLENCAIRN STATION,PUSAC,4,7,N,YU,5631
2021-08-11,23:24,Wednesday,KENNEDY SRT STATION,MRUI,0,0,,SRT,0
2021-08-11,07:22,Wednesday,WILSON STATION,TUO,9,12,S,YU,5861
2021-08-11,07:46,Wednesday,TRANSIT CONTROL,MUIE,0,0,,,0
2021-08-11,09:26,Wednesday,DOWNSVIEW PARK STATION,MUPAA,0,0,S,YU,5966
2021-08-11,09:33,Wednesday,SHEPPARD STATION,PUMST,0,0,,YU,0
2021-08-11,10:40,Wednesday,ST CLAIR WEST STATION,MUIS,0,0,,YU,0
2021-08-11,10:55,Wednesday,SUMMERHILL STATION,TUOS,0,0,N,YU,6096
2021-08-11,11:04,Wednesday,WELLESLEY STATION,SUDP,0,0,,YU,0
2021-08-11,12:08,Wednesday,KEELE STATION,PUSO,3,7,W,BD,5020
2021-08-11,13:35,Wednesday,BAY STATION,MUPAA,0,0,W,BD,5113
2021-08-11,13:52,Wednesday,SPADINA BD STATION,MUWR,0,0,,BD,0
2021-08-11,14:16,Wednesday,YORK MILLS STATION,SUDP,0,0,N,YU,5381
2021-08-11,14:24,Wednesday,HIGH PARK STATION,SUDP,0,0,W,BD,5256
2021-08-11,14:36,Wednesday,YORK MILLS STATION,TUSC,0,0,S,YU,6111
2021-08-11,16:42,Wednesday,KING STATION,SUDP,0,0,,YU,0
2021-08-11,17:46,Wednesday,SHEPPARD WEST STATION,MUPAA,3,6,N,YU,5631
2021-08-11,18:02,Wednesday,YONGE BD STATION,MUPAA,3,7,W,BD,5035
2021-08-11,18:29,Wednesday,SHEPPARD STATION,SUO,0,0,,YU,0
2021-08-11,19:37,Wednesday,KIPLING STATION,MUPAA,0,0,E,BD,5303
2021-08-11,20:32,Wednesday,FINCH STATION,SUDP,0,0,N,YU,6086
2021-08-11,20:58,Wednesday,WELLESLEY STATION,MUIS,0,0,,YU,0
2021-08-11,22:00,Wednesday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0
2021-08-11,22:32,Wednesday,MUSEUM STATION,MUATC,3,10,N,YU,5866
2021-08-11,23:02,Wednesday,COLLEGE STATION,PUMST,0,0,,YU,0
2021-08-11,23:25,Wednesday,SHEPPARD WEST STATION,MUO,0,0,,YU,0
2021-08-11,23:30,Wednesday,QUEEN STATION,SUDP,0,0,N,YU,0
2021-08-11,23:53,Wednesday,ST CLAIR WEST STATION,MUO,5,12,N,YU,5391
2021-08-11,00:09,Wednesday,ST CLAIR WEST STATION,SUDP,10,17,S,YU,5966
2021-08-11,01:07,Wednesday,FINCH STATION,MUI,7,14,S,YU,6061
2021-08-11,04:19,Wednesday,SHEPPARD-YONGE STATION,TUMVS,0,0,W,SHP,6141
2021-08-11,05:28,Wednesday,LESLIE STATION,PUOPO,12,0,E,SHP,6176
2021-08-11,07:15,Wednesday,SHEPPARD-YONGE STATION,TUO,3,8,E,SHP,6176
2021-08-11,09:19,Wednesday,BAYVIEW STATION,PUOPO,0,0,E,SHP,6156
2021-08-11,18:51,Wednesday,SHEPPARD-YONGE STATION,SUDP,0,0,W,SHP,6146
2021-08-11,00:16,Wednesday,LESLIE STATION,TUMVS,4,10,W,SHP,6141
2021-08-12,06:20,Thursday,ELLESMERE STATION,ERDO,3,8,N,SRT,3021
2021-08-12,05:55,Thursday,GREENWOOD STATION,MUTO,4,9,E,BD,5125
2021-08-12,05:57,Thursday,DUNDAS STATION,SUDP,0,0,,YU,0
2021-08-12,12:21,Thursday,SCARBOROUGH RAPID TRAN,MRWEA,0,0,,SRT,0
2021-08-12,15:49,Thursday,MCCOWAN STATION,ERTC,5,10,S,SRT,3002
2021-08-12,06:32,Thursday,ROSEDALE STATION,MUSC,0,0,N,YU,5851
2021-08-12,23:55,Thursday,KENNEDY SRT STATION,MRUI,10,16,N,SRT,3019
2021-08-12,07:41,Thursday,WILSON STATION,EUNEA,3,6,S,YU,5806
2021-08-12,07:59,Thursday,PAPE STATION,EUDO,7,11,E,BD,5013
2021-08-12,08:36,Thursday,WILSON STATION,MUIS,0,0,,YU,0
2021-08-12,10:50,Thursday,ISLINGTON STATION,MUTO,3,7,E,BD,5378
2021-08-12,10:58,Thursday,ISLINGTON STATION,TUSC,0,0,W,BD,5105
2021-08-12,13:14,Thursday,SHEPPARD STATION,MUIS,0,0,,YU,0
2021-08-12,13:37,Thursday,VAUGHAN MC STATION,MUNOA,3,6,S,YU,0
2021-08-12,13:39,Thursday,VICTORIA PARK STATION,SUROB,0,0,,BD,0
2021-08-12,14:07,Thursday,VAUGHAN MC STATION,MUNOA,3,6,S,YU,5701
2021-08-12,15:51,Thursday,SHEPPARD STATION,SUDP,3,6,N,YU,5571
2021-08-12,16:16,Thursday,SHEPPARD STATION,MUSC,0,0,N,YU,5391
2021-08-12,16:19,Thursday,FINCH STATION,MUSC,0,0,S,YU,5726
2021-08-12,16:22,Thursday,HIGH PARK STATION,PUMEL,0,0,,BD,0
2021-08-12,16:25,Thursday,SHEPPARD STATION,MUSC,0,0,N,YU,5796
2021-08-12,16:30,Thursday,DUNDAS STATION,EUNT,4,7,N,YU,5956
2021-08-12,16:39,Thursday,ROYAL YORK STATION,TUSC,0,0,E,BD,5303
2021-08-12,17:43,Thursday,KENNEDY BD STATION,PUMEL,0,0,,BD,0
2021-08-12,18:46,Thursday,ROSEDALE STATION,TUOS,5,10,S,YU,5621
2021-08-12,19:12,Thursday,DOWNSVIEW PARK STATION,SUDP,4,9,S,YU,5696
2021-08-12,19:32,Thursday,WILSON STATION,MUPAA,0,0,S,YU,5661
2021-08-12,19:45,Thursday,DAVISVILLE STATION,MUPLB,16,21,S,YU,5901
2021-08-12,20:23,Thursday,DUFFERIN STATION,SUO,0,0,,BD,0
2021-08-12,20:49,Thursday,UNION STATION,PUMEL,0,0,,YU,0
2021-08-12,21:26,Thursday,DUPONT STATION,PUMEL,0,0,,YU,0
2021-08-12,22:00,Thursday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0
2021-08-12,22:45,Thursday,ROSEDALE STATION,MUSC,3,10,N,YU,5661
2021-08-12,23:23,Thursday,ST GEORGE YUS STATION,MUATC,3,10,S,YU,5721
2021-08-12,01:50,Thursday,KIPLING STATION,SUO,17,24,W,BD,5317
2021-08-12,05:19,Thursday,SHEPPARD-YONGE STATION,MUSC,0,0,E,SHP,6196
2021-08-12,20:47,Thursday,SHEPPARD-YONGE STATION,TUMVS,0,0,W,SHP,6151
2021-08-12,23:23,Thursday,DON MILLS STATION,SUO,5,10,W,SHP,6161
2021-08-12,23:35,Thursday,DON MILLS STATION,SUO,5,10,W,SHP,6151
2021-08-12,00:17,Thursday,SHEPPARD-YONGE STATION,TUMVS,0,0,W,SHP,6191
2021-08-13,08:51,Friday,KEELE STATION,MUSC,0,0,W,BD,5116
2021-08-13,09:04,Friday,SCARBOROUGH RAPID TRAN,MRWEA,0,0,,SRT,0
2021-08-13,10:32,Friday,KIPLING STATION,MUIR,0,0,W,BD,5133
2021-08-13,23:09,Friday,SCARBOROUGH CTR STATIO,SRUT,17,23,S,SRT,3008
2021-08-13,10:52,Friday,MAIN STREET STATION,PUMEL,0,0,,BD,0
2021-08-13,11:26,Friday,BATHURST STATION,SUAE,15,19,W,BD,5214
2021-08-13,11:52,Friday,WILSON STATION,MUPAA,0,0,S,YU,5591
2021-08-13,12:35,Friday,DAVISVILLE STATION,SUAP,0,0,,YU,0
2021-08-13,13:27,Friday,ST ANDREW STATION,MUATC,7,10,N,YU,5856
2021-08-13,13:48,Friday,ROSEDALE STATION,MUATC,3,6,S,YU,5876
2021-08-13,14:05,Friday,MUSEUM STATION,MUATC,3,6,N,YU,5531
2021-08-13,14:07,Friday,COXWELL STATION,TUCC,9,14,W,BD,5255
2021-08-13,14:27,Friday,VAUGHAN MC STATION,TUNIP,3,6,S,YU,0
2021-08-13,14:29,Friday,MAIN STREET STATION,SUO,0,0,,BD,0
2021-08-13,14:35,Friday,KIPLING STATION,TUMVS,0,0,W,BD,5133
2021-08-13,15:16,Friday,YORK MILLS STATION,TUSC,0,0,S,YU,5991
2021-08-13,15:48,Friday,YORK MILLS STATION,SUDP,0,0,,YU,0
2021-08-13,16:07,Friday,YORK UNIVERSITY STATIO,MUPAA,0,0,N,YU,6136
2021-08-13,16:43,Friday,VICTORIA PARK STATION,TUMVS,3,7,W,BD,5116
2021-08-13,17:25,Friday,JANE STATION,MUIS,0,0,,BD,0
2021-08-13,18:49,Friday,KEELE STATION,MUIS,0,0,,BD,0
2021-08-13,18:49,Friday,ROSEDALE STATION,MUSC,8,11,N,YU,5846
2021-08-13,20:15,Friday,DONLANDS STATION,SUAP,16,23,E,BD,5207
2021-08-13,21:09,Friday,PAPE STATION,SUAP,6,13,E,BD,5220
2021-08-13,21:37,Friday,SPADINA YUS STATION,MUPAA,4,9,N,YU,5796
2021-08-13,21:51,Friday,DUNDAS STATION,MUIS,0,0,N,YU,0
2021-08-13,22:07,Friday,OSSINGTON STATION,MUIR,3,10,W,BD,5116
2021-08-13,22:48,Friday,KEELE STATION,MUPAA,0,0,W,BD,5045
2021-08-13,22:59,Friday,KING STATION,MUATC,9,16,N,YU,5796
2021-08-13,00:28,Friday,ST GEORGE YUS STATION,MUIRS,0,0,S,YU,0
2021-08-13,09:13,Friday,DON MILLS STATION,MUNCA,0,0,,SHP,0
2021-08-13,00:06,Friday,SHEPPARD-YONGE STATION,EUOE,13,18,E,SHP,6186
2021-08-14,17:10,Saturday,SCARBOROUGH RAPID TRAN,MRWEA,0,0,,SRT,3000
2021-08-14,04:27,Saturday,ST CLAIR WEST STATION,MUIRS,0,0,,YU,0
2021-08-14,05:42,Saturday,EGLINTON STATION,MUNOA,6,12,N,YU,5626
2021-08-14,23:35,Saturday,SCARBOROUGH CTR STATIO,MRUIR,0,0,S,SRT,0
2021-08-14,05:43,Saturday,OSGOODE STATION,MUATC,0,0,N,YU,5716
2021-08-14,05:47,Saturday,ROSEDALE STATION,MUATC,0,0,S,YU,5406
2021-08-14,06:00,Saturday,SHEPPARD WEST TO ST CL,MUO,0,0,,YU,0
2021-08-14,06:18,Saturday,OLD MILL STATION,MUIR,14,19,W,BD,5153
2021-08-14,06:53,Saturday,MAIN STREET STATION,TUSC,0,0,W,BD,5291
2021-08-14,07:51,Saturday,YONGE BD STATION,MUIS,0,0,W,BD,5248
2021-08-14,08:00,Saturday,WELLESLEY STATION,MUIRS,0,0,N,YU,0
2021-08-14,08:09,Saturday,ISLINGTON STATION,MUIRS,0,0,,BD,0
2021-08-14,10:15,Saturday,EGLINTON STATION,PUMEL,0,0,,YU,0
2021-08-14,11:00,Saturday,ST CLAIR WEST STATION,MUO,0,0,N,YU,5626
2021-08-14,11:08,Saturday,PIONEER VILLAGE STATIO,SUDP,0,0,,YU,0
2021-08-14,11:11,Saturday,ST CLAIR STATION,SUEAS,13,19,S,YU,5656
2021-08-14,12:08,Saturday,NORTH YORK CTR STATION,MUPR1,151,156,S,YU,5841
2021-08-14,12:52,Saturday,YONGE BD STATION,SUDP,0,0,E,BD,5223
2021-08-14,13:03,Saturday,CHRISTIE STATION,SUDP,3,7,W,BD,5013
2021-08-14,14:57,Saturday,YONGE-UNIVERSITY AND B,SUAP,0,0,,YU,0
2021-08-14,15:49,Saturday,LAWRENCE STATION,SUDP,14,19,S,YU,6096
2021-08-14,16:53,Saturday,SPADINA BD STATION,SUDP,3,7,E,BD,5186
2021-08-14,18:30,Saturday,SHEPPARD WEST STATION,SUDP,0,0,,YU,0
2021-08-14,18:45,Saturday,EGLINTON STATION,MUPAA,0,0,S,YU,5631
2021-08-14,18:56,Saturday,MAIN STREET STATION,SUDP,3,7,E,BD,5167
2021-08-14,19:25,Saturday,WARDEN STATION,SUDP,5,12,W,BD,5129
2021-08-14,20:33,Saturday,KIPLING STATION,SUSA,8,15,E,BD,5251
2021-08-14,20:53,Saturday,CASTLE FRANK STATION,MUDD,9,16,W,BD,5029
2021-08-14,22:00,Saturday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0
2021-08-14,22:30,Saturday,KING STATION,PUMEL,0,0,,YU,0
2021-08-14,22:57,Saturday,YONGE BD STATION,MUIS,0,0,,BD,0
2021-08-14,23:15,Saturday,DUNDAS STATION,MUIS,0,0,N,YU,0
2021-08-14,01:26,Saturday,UNION STATION,MUIRS,0,0,N,YU,5961
2021-08-14,01:42,Saturday,ST CLAIR WEST STATION,MUIRS,0,0,N,YU,0
2021-08-14,01:46,Saturday,COLLEGE STATION,SUDP,5,10,S,YU,5631
2021-08-14,01:47,Saturday,KIPLING STATION,MUIS,0,0,,BD,0
2021-08-14,01:56,Saturday,KING STATION,SUAE,0,0,,YU,0
2021-08-15,08:03,Sunday,WARDEN STATION,TUSUP,3,0,W,BD,5073
2021-08-15,08:17,Sunday,GREENWOOD STATION,EUNT,4,9,E,BD,5033
2021-08-15,08:35,Sunday,KENNEDY BD STATION,PUSTS,4,9,E,BD,5032
2021-08-15,08:39,Sunday,DOWNSVIEW PARK STATION,PUOPO,0,0,N,YU,6106
2021-08-15,08:56,Sunday,HIGHWAY 407 STATION,PUOPO,6,12,S,YU,6041
2021-08-15,09:13,Sunday,BROADVIEW STATION,EUSC,0,0,E,BD,5214
2021-08-15,09:22,Sunday,DUPONT STATION,PUOPO,6,12,N,YU,5896
2021-08-15,09:38,Sunday,ST GEORGE YUS STATION,MUTO,3,9,N,YU,5791
2021-08-15,09:46,Sunday,FINCH STATION,MUSC,0,0,S,YU,5726
2021-08-15,11:04,Sunday,SPADINA YUS STATION,PUOPO,6,12,N,YU,6036
2021-08-15,11:11,Sunday,QUEEN STATION,MUIRS,0,0,,YU,0
2021-08-15,11:16,Sunday,DOWNSVIEW PARK STATION,PUOPO,3,9,S,YU,5496
2021-08-15,11:28,Sunday,YORKDALE STATION,PUOPO,6,12,S,YU,5496
2021-08-15,12:36,Sunday,VAUGHAN MC STATION,PUOPO,0,0,S,YU,5911
2021-08-15,13:16,Sunday,DAVISVILLE STATION,MUPAA,0,0,S,YU,5491
2021-08-15,13:27,Sunday,YORKDALE STATION,PUOPO,0,0,N,YU,5721
2021-08-15,13:36,Sunday,ST GEORGE YUS STATION,PUOPO,5,10,N,YU,5491
2021-08-15,13:46,Sunday,JANE STATION,MUPAA,3,8,W,BD,5299
2021-08-15,14:25,Sunday,HIGHWAY 407 STATION,PUOPO,3,8,S,YU,5386
2021-08-15,14:47,Sunday,EGLINTON WEST STATION,PUOPO,0,0,N,YU,5621
2021-08-15,16:56,Sunday,HIGHWAY 407 STATION,PUOPO,0,0,S,YU,5636
2021-08-15,17:46,Sunday,ROYAL YORK STATION,TUSC,0,0,E,BD,5214
2021-08-15,18:10,Sunday,VICTORIA PARK STATION,MUIR,3,8,E,BD,5189
2021-08-15,18:26,Sunday,WELLESLEY STATION,MUNCA,0,0,,YU,0
2021-08-15,19:00,Sunday,VAUGHAN MC STATION,PUOPO,0,0,S,YU,5736
2021-08-15,19:03,Sunday,COLLEGE STATION,MUIS,0,0,,YU,0
2021-08-15,19:31,Sunday,HIGHWAY 407 STATION,PUOPO,0,0,S,YU,5636
2021-08-15,20:48,Sunday,HIGHWAY 407 STATION,PUOPO,0,0,S,YU,5686
2021-08-15,21:47,Sunday,VICTORIA PARK STATION,SUPOL,0,0,W,BD,5105
2021-08-15,21:50,Sunday,HIGHWAY 407 STATION,PUOPO,0,0,S,YU,6101
2021-08-15,21:57,Sunday,HIGHWAY 407 STATION,PUOPO,0,0,S,YU,5381
2021-08-15,22:00,Sunday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0
2021-08-15,22:15,Sunday,SHEPPARD WEST STATION,PUOPO,0,0,S,YU,5911
2021-08-15,23:31,Sunday,KEELE STATION,MUSC,0,0,W,BD,5153
2021-08-15,23:44,Sunday,YORKDALE STATION,PUOPO,4,11,S,YU,5611
2021-08-15,01:21,Sunday,FINCH STATION,MUIS,0,0,,YU,0
2021-08-15,01:25,Sunday,COLLEGE STATION,SUO,0,0,S,YU,0
2021-08-16,04:40,Monday,CHESTER STATION,PUMO,0,0,,BD,0
2021-08-16,04:51,Monday,KIPLING STATION,SUEAS,0,0,,BD,0
2021-08-16,05:54,Monday,ST CLAIR STATION,MUDD,0,0,S,YU,5431
2021-08-16,07:32,Monday,ROSEDALE STATION,MUSC,0,0,N,YU,5721
2021-08-16,07:48,Monday,MAIN STREET STATION,PUMEL,0,0,,BD,0
2021-08-16,09:28,Monday,VAUGHAN MC STATION,TUNIP,3,6,S,YU,5516
2021-08-16,11:47,Monday,KEELE STATION,MUSC,0,0,W,BD,5076
2021-08-16,11:56,Monday,YORK MILLS STATION,TUMVS,3,6,N,YU,5666
2021-08-16,13:42,Monday,KIPLING STATION,PUSRA,4,8,E,BD,5220
2021-08-16,13:54,Monday,DUNDAS STATION,MUPAA,0,0,S,YU,5601
2021-08-16,14:41,Monday,LAWRENCE STATION,PUMEL,0,0,,YU,0
2021-08-16,15:36,Monday,YONGE BD STATION,SUUT,19,23,E,BD,5125
2021-08-16,15:58,Monday,SUMMERHILL STATION,SUAP,10,13,N,YU,5736
2021-08-16,16:52,Monday,EGLINTON WEST STATION,MUI,8,11,N,YU,5566
2021-08-16,17:09,Monday,WARDEN STATION,MUIS,0,0,,BD,0
2021-08-16,18:55,Monday,MAIN STREET STATION,PUSTS,0,0,W,BD,5076
2021-08-16,18:57,Monday,HIGH PARK STATION,SUDP,0,0,,BD,0
2021-08-16,19:47,Monday,VAUGHAN MC STATION,TUNIP,3,8,S,YU,6091
2021-08-16,19:47,Monday,FINCH WEST STATION,MUIS,0,0,,YU,0
2021-08-16,19:58,Monday,CASTLE FRANK STATION,MUIS,0,0,,BD,0
2021-08-16,21:30,Monday,COLLEGE STATION,MUIS,0,0,,YU,0
2021-08-16,21:33,Monday,KIPLING STATION,MUIRS,0,0,,BD,0
2021-08-16,21:44,Monday,KIPLING STATION,MUIRS,0,0,,BD,0
2021-08-16,22:00,Monday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0
2021-08-16,22:24,Monday,SPADINA YUS STATION,SUDP,4,11,N,YU,6136
2021-08-16,23:25,Monday,MAIN STREET STATION,MUIS,0,0,,BD,0
2021-08-16,23:28,Monday,SHEPPARD WEST STATION,MUO,0,0,,YU,0
2021-08-16,00:58,Monday,YONGE BD STATION,SUDP,0,0,W,BD,5231
2021-08-16,00:59,Monday,BLOOR STATION,SUDP,0,0,N,YU,5911
2021-08-16,01:08,Monday,FINCH STATION,MUIS,0,0,,YU,0
2021-08-16,01:21,Monday,SHEPPARD WEST STATION,PUTWZ,8,15,N,YU,6081
2021-08-16,13:35,Monday,LESLIE STATION,SUUT,10,15,E,SHP,6181
2021-08-16,19:21,Monday,SHEPPARD-YONGE STATION,TUSC,0,0,E,SHP,6166
2021-08-16,20:05,Monday,DON MILLS STATION,MUIR,5,10,W,SHP,6186
2021-08-17,09:23,Tuesday,ELLESMERE STATION,ERPR,3,9,S,SRT,3008
2021-08-17,07:15,Tuesday,ST CLAIR STATION,SUDP,0,0,,YU,0
2021-08-17,09:21,Tuesday,JANE STATION,EUBO,4,8,E,BD,5129
