Date,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle
2021-05-10,06:00,Monday,TORONTO TRANSIT COMMIS,MUO,0,0,,SHP,0
2021-05-10,06:00,Monday,TORONTO TRANSIT COMMIS,MRO,0,0,,SRT,0
2021-05-10,06:33,Monday,ROSEDALE STATION,MUATC,5,8,S,YU,5876
2021-05-10,06:38,Monday,BLOOR STATION,MUATC,3,6,S,YU,5876
2021-05-10,07:01,Monday,PAPE STATION,MUNCA,0,0,,BD,0
2021-05-10,08:00,Monday,YONGE BD STATION,SUUT,5,9,W,BD,5073
2021-05-10,08:15,Monday,KIPLING STATION,SUDP,0,0,,BD,0
2021-05-10,09:07,Monday,DUNDAS STATION,MUPAA,3,6,S,YU,5741
2021-05-10,09:27,Monday,VICTORIA PARK STATION,MUPAA,4,8,E,BD,5198
2021-05-10,09:34,Monday,SPADINA YUS STATION,SUDP,5,8,S,YU,5536
2021-05-10,09:48,Monday,QUEEN'S PARK STATION,SUO,9,12,S,YU,6131
2021-05-10,10:31,Monday,KIPLING STATION,SUDP,0,0,,BD,0
2021-05-10,10:40,Monday,DAVISVILLE YARD,SUEAS,0,0,,YU,0
2021-05-10,10:41,Monday,SHEPPARD-YONGE STATION,TUMVS,0,0,W,SHP,6151
2021-05-10,10:56,Monday,MAIN STREET STATION,MUNCA,0,0,,BD,0
2021-05-10,12:10,Monday,LAWRENCE STATION,MUIRS,4,7,N,YU,5791
2021-05-10,12:25,Monday,FINCH STATION,TUO,4,7,N,YU,5791
2021-05-10,13:04,Monday,TORONTO TRANSIT COMMIS,MRO,0,0,,SRT,0
2021-05-10,13:26,Monday,KENNEDY BD STATION,SUDP,4,8,W,BD,5304
2021-05-10,13:49,Monday,BAYVIEW STATION,TUOS,7,12,E,SHP,6166
2021-05-10,14:05,Monday,GLENCAIRN STATION,MUIR,3,6,N,YU,6096
2021-05-10,15:00,Monday,LAWRENCE EAST STATION,ERDO,3,8,N,SRT,3011
2021-05-10,15:06,Monday,ST GEORGE BD STATION,MUPAA,0,0,E,BD,5154
2021-05-10,15:22,Monday,WOODBINE STATION,SUDP,14,18,W,BD,5147
2021-05-10,15:41,Monday,KIPLING STATION,MUIS,0,0,,BD,0
2021-05-10,16:41,Monday,KIPLING STATION,MUTO,3,7,E,BD,5154
2021-05-10,16:44,Monday,BROADVIEW STATION,SUDP,0,0,E,BD,5322
2021-05-10,17:16,Monday,KEELE STATION,MUSC,0,0,W,BD,5305
2021-05-10,18:03,Monday,CASTLE FRANK STATION,SUO,7,11,W,BD,5274
2021-05-10,18:17,Monday,ROSEDALE STATION,MUATC,3,8,N,YU,5686
2021-05-10,18:28,Monday,SHEPPARD WEST STATION,PUTDN,10,15,N,YU,6101
2021-05-10,19:08,Monday,PAPE STATION,SUO,0,0,W,BD,5026
2021-05-10,19:33,Monday,ST CLAIR WEST STATION,MUIS,19,25,S,YU,5676
2021-05-10,21:54,Monday,YONGE BD STATION,SUDP,0,0,W,BD,5054
2021-05-10,22:00,Monday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0
2021-05-10,23:00,Monday,FINCH WEST STATION,MUO,0,0,,YU,0
2021-05-10,23:10,Monday,EGLINTON WEST STATION,SUDP,0,0,N,YU,5566
2021-05-10,23:52,Monday,SUMMERHILL STATION,SUDP,0,0,N,YU,5441
2021-05-10,23:56,Monday,KIPLING STATION,TUO,7,14,E,BD,5054
2021-05-11,05:36,Tuesday,PIONEER VILLAGE STATIO,SUDP,0,0,,YU,0
2021-05-11,05:38,Tuesday,EGLINTON STATION,MUTO,4,0,N,YU,5576
2021-05-11,05:48,Tuesday,EGLINTON STATION,EUSC,4,8,N,YU,6111
2021-05-11,05:54,Tuesday,MAIN STREET STATION,SUDP,0,0,W,BD,0
2021-05-11,06:00,Tuesday,TORONTO TRANSIT COMMIS,MUO,0,0,,YU,0
2021-05-11,06:00,Tuesday,TORONTO TRANSIT COMMIS,MUO,0,0,,SHP,0
2021-05-11,06:00,Tuesday,TORONTO TRANSIT COMMIS,MRO,0,0,,SRT,0
2021-05-11,06:05,Tuesday,SHEPPARD WEST STATION,EUOE,3,6,N,YU,5801
2021-05-11,06:41,Tuesday,ST CLAIR STATION,SUO,0,0,N,YU,5666
2021-05-11,07:43,Tuesday,VAUGHAN MC STATION,MUTO,3,6,S,YU,5871
2021-05-11,08:09,Tuesday,DUNDAS WEST STATION,MUIS,0,0,,BD,0
2021-05-11,08:11,Tuesday,BLOOR STATION,SUAP,5,8,N,YU,5571
2021-05-11,08:32,Tuesday,CHESTER STATION,SUDP,3,7,W,BD,5182
2021-05-11,09:09,Tuesday,BLOOR STATION,SUAP,0,0,S,YU,5456
2021-05-11,09:32,Tuesday,OLD MILL STATION,MUPAA,3,7,E,BD,5060
2021-05-11,09:34,Tuesday,EGLINTON STATION,SUAE,0,0,,YU,0
2021-05-11,10:20,Tuesday,DUPONT STATION,TUO,3,6,S,YU,5751
2021-05-11,11:32,Tuesday,UNION STATION,MUDD,3,6,N,YU,5566
2021-05-11,12:43,Tuesday,KEELE STATION,TUOS,0,0,W,BD,5262
2021-05-11,13:35,Tuesday,MCCOWAN STATION,MRO,7,14,S,SRT,3015
2021-05-11,13:57,Tuesday,BATHURST STATION,SUDP,0,0,,BD,0
2021-05-11,14:23,Tuesday,OLD MILL STATION,MUIS,0,0,E,BD,0
2021-05-11,15:08,Tuesday,DAVISVILLE STATION,PUMEL,0,0,,YU,0
2021-05-11,15:30,Tuesday,CASTLE FRANK STATION,SUDP,3,7,E,BD,5040
2021-05-11,16:39,Tuesday,UNION STATION,PUMST,0,0,,YU,0
2021-05-11,16:41,Tuesday,KEELE STATION,MUSC,0,0,W,BD,5086
2021-05-11,17:22,Tuesday,BLOOR STATION,MUIS,0,0,S,YU,0
2021-05-11,18:00,Tuesday,ST GEORGE BD STATION,SUDP,4,8,W,BD,5161
2021-05-11,18:05,Tuesday,ST CLAIR WEST STATION,EUDO,15,18,S,YU,5751
2021-05-11,18:21,Tuesday,BAY STATION,MUIS,0,0,E,BD,5310
2021-05-11,20:46,Tuesday,BATHURST STATION,MUIR,9,16,W,BD,5204
2021-05-11,20:46,Tuesday,SCARBOROUGH CTR STATIO,MRO,7,14,N,SRT,3011
2021-05-11,21:59,Tuesday,ST GEORGE YUS STATION,MUIS,0,0,,YU,0
2021-05-11,22:00,Tuesday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0
2021-05-11,22:05,Tuesday,COXWELL STATION,SUDP,6,13,E,BD,5290
2021-05-11,23:20,Tuesday,EGLINTON STATION,MUPAA,0,0,N,YU,5951
2021-05-11,23:26,Tuesday,KIPLING STATION,SUDP,7,14,W,BD,5274
2021-05-11,23:37,Tuesday,DAVISVILLE YARD,MUO,0,0,,YU,0
2021-05-11,23:55,Tuesday,DUNDAS STATION,SUAE,0,0,N,YU,0
2021-05-12,00:17,Wednesday,ROSEDALE STATION,MUATC,5,12,S,YU,5656
2021-05-12,00:41,Wednesday,BAYVIEW STATION,EUSC,0,0,E,SHP,6176
2021-05-12,02:39,Wednesday,FINCH STATION,MUIS,0,0,,YU,0
2021-05-12,07:53,Wednesday,KIPLING STATION,MUSC,4,8,E,BD,5332
2021-05-12,07:59,Wednesday,VAUGHAN MC STATION,MUATC,9,12,N,YU,5711
2021-05-12,08:00,Wednesday,ROSEDALE STATION,MUSC,0,0,N,YU,5626
2021-05-12,08:16,Wednesday,BROADVIEW STATION,SUDP,3,7,W,BD,5114
2021-05-12,09:44,Wednesday,BROADVIEW STATION,SUO,8,12,E,BD,5328
2021-05-12,10:35,Wednesday,COXWELL STATION,SUAE,12,16,W,BD,5182
2021-05-12,10:38,Wednesday,YORK MILLS STATION,TUMVS,0,0,N,YU,5641
2021-05-12,10:39,Wednesday,OSSINGTON STATION,PUMEL,0,0,,BD,0
2021-05-12,12:03,Wednesday,ROSEDALE STATION,MUATC,3,6,N,YU,5571
2021-05-12,12:46,Wednesday,SHEPPARD-YONGE STATION,SUDP,5,10,E,SHP,6156
2021-05-12,13:02,Wednesday,CHESTER STATION,SUDP,4,8,W,BD,5359
2021-05-12,14:44,Wednesday,ROSEDALE STATION,MUSC,0,0,N,YU,5571
2021-05-12,18:50,Wednesday,SHERBOURNE STATION,MUIS,0,0,,BD,0
2021-05-12,20:03,Wednesday,KIPLING STATION,SUDP,14,21,W,BD,5337
2021-05-12,21:21,Wednesday,YONGE BD STATION,MUI,0,0,E,BD,5076
2021-05-12,22:00,Wednesday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0
2021-05-12,22:01,Wednesday,ST CLAIR WEST STATION,MUI,24,31,S,YU,5586
2021-05-12,22:29,Wednesday,BAYVIEW STATION,EUSC,0,0,W,SHP,6176
2021-05-12,22:45,Wednesday,KENNEDY BD STATION,MUI,7,14,W,BD,5287
2021-05-12,22:52,Wednesday,WOODBINE STATION,MUIS,0,0,,BD,0
2021-05-12,23:00,Wednesday,YONGE UNVERSITY SUBWAY,MUO,0,0,,YU,0
2021-05-12,23:08,Wednesday,KENNEDY BD STATION,SUO,0,0,,BD,0
2021-05-12,23:36,Wednesday,LAWRENCE STATION,SUDP,8,15,N,YU,5971
2021-05-13,00:55,Thursday,KIPLING STATION,EUDO,7,14,E,BD,5203
2021-05-13,01:08,Thursday,COXWELL STATION,MUIS,0,0,E,BD,0
2021-05-13,01:21,Thursday,EGLINTON STATION,TUCC,0,0,N,YU,0
2021-05-13,01:29,Thursday,KIPLING STATION,MUIS,0,0,,BD,0
2021-05-13,01:41,Thursday,ROSEDALE STATION,MUIS,0,0,,YU,0
2021-05-13,05:48,Thursday,DON MILLS STATION,MUIS,0,0,,SHP,0
2021-05-13,05:51,Thursday,SHERBOURNE STATION,TUSC,0,0,W,BD,5140
2021-05-13,07:34,Thursday,WILSON STATION,TUSUP,3,6,S,YU,5946
2021-05-13,07:38,Thursday,LAWRENCE STATION,MUIS,0,0,S,YU,0
2021-05-13,08:15,Thursday,BLOOR STATION,MUSC,0,0,N,YU,5771
2021-05-13,08:23,Thursday,SHEPPARD WEST STATION,MUPR1,191,194,N,YU,5566
2021-05-13,09:07,Thursday,KENNEDY BD STATION,MUI,0,0,W,BD,5160
2021-05-13,09:55,Thursday,ST GEORGE YUS STATION,MUNCA,0,0,,YU,0
2021-05-13,09:59,Thursday,DUNDAS STATION,MUIS,0,0,S,YU,0
2021-05-13,10:17,Thursday,DUNDAS WEST STATION,TUS,3,7,W,BD,5299
2021-05-13,10:56,Thursday,HIGH PARK STATION,TUS,3,7,E,BD,5201
2021-05-13,10:59,Thursday,QUEEN STATION,SUO,14,0,S,YU,5491
2021-05-13,11:35,Thursday,LAWRENCE WEST STATION,MUPAA,0,0,S,YU,5586
2021-05-13,11:56,Thursday,FINCH STATION,TUMVS,0,0,N,YU,5661
2021-05-13,12:25,Thursday,DUFFERIN STATION,SUPOL,7,11,E,BD,5214
2021-05-13,12:33,Thursday,DUFFERIN STATION,SUPOL,3,7,E,BD,5012
2021-05-13,12:40,Thursday,WARDEN STATION,EUSC,3,7,W,BD,5238
2021-05-13,14:22,Thursday,WOODBINE STATION,MUDD,9,13,W,BD,5287
2021-05-13,15:07,Thursday,ST CLAIR STATION,EUNT,7,10,S,YU,5891
2021-05-13,15:29,Thursday,WELLESLEY STATION,MUPAA,0,0,S,YU,5901
2021-05-13,16:01,Thursday,VAUGHAN MC STATION,MUPAA,0,0,S,YU,5666
2021-05-13,16:14,Thursday,SPADINA BD STATION,MUI,0,0,W,BD,0
2021-05-13,16:55,Thursday,SHERBOURNE STATION,MUIS,0,0,,BD,0
2021-05-13,16:58,Thursday,NORTH YORK CTR STATION,EUSC,0,0,N,YU,5496
2021-05-13,17:06,Thursday,COXWELL STATION,MUIS,0,0,,BD,0
2021-05-13,17:16,Thursday,VAUGHAN MC STATION,MUTO,4,7,S,YU,5821
2021-05-13,18:44,Thursday,EGLINTON STATION,PUMEL,0,0,,YU,0
2021-05-13,18:50,Thursday,VAUGHAN MC STATION,TUSUP,5,10,S,YU,5621
2021-05-13,20:05,Thursday,BAY STATION,SUDP,5,9,E,BD,5203
2021-05-13,22:00,Thursday,YONGE-UNIVERSITY/BLOOR,MUO,0,0,,YU/BD,0
2021-05-13,23:46,Thursday,MAIN STREET STATION,SUAE,5,12,W,BD,5114
2021-05-14,01:54,Friday,UNION STATION,SUUT,0,0,N,YU,0
2021-05-14,05:52,Friday,SHEPPARD-YONGE STATION,TUCC,0,0,W,SHP,6166
2021-05-14,06:00,Friday,TORONTO TRANSIT COMMIS,MUO,0,0,,YU,0
2021-05-14,06:00,Friday,TORONTO TRANSIT COMMIS,MUO,0,0,,SHP,0
2021-05-14,06:00,Friday,TORONTO TRANSIT COMMIS,MRO,0,0,,SRT,0
2021-05-14,06:18,Friday,SHEPPARD WEST STATION,MUO,6,9,N,YU,5511
2021-05-14,06:21,Friday,VAUGHAN MC STATION,EUBK,3,6,S,YU,5686
2021-05-14,06:47,Friday,KEELE STATION,PUMO,0,0,,BD,0
2021-05-14,07:06,Friday,ST CLAIR WEST STATION,MUTO,3,6,N,YU,5536
2021-05-14,07:17,Friday,RUNNYMEDE STATION,EUPI,10,14,W,BD,5271
2021-05-14,07:45,Friday,KIPLING STATION,EUCD,10,14,E,BD,5050
2021-05-14,08:09,Friday,BATHURST STATION,SUO,0,0,W,BD,5192
2021-05-14,08:37,Friday,SPADINA BD STATION,SUDP,6,10,W,BD,5114
2021-05-14,08:52,Friday,BLOOR STATION,SUDP,4,7,N,YU,5861
2021-05-14,09:08,Friday,KIPLING STATION,TUNIP,4,8,E,BD,5285
2021-05-14,10:51,Friday,KIPLING STATION,TUO,5,9,E,BD,5140
2021-05-14,11:47,Friday,JANE STATION,MUIRS,0,0,,BD,0
2021-05-14,13:14,Friday,ST CLAIR STATION,PUTIJ,0,0,N,YU,5821
2021-05-14,13:16,Friday,VAUGHAN MC STATION,MUCL,5,8,S,YU,5841
2021-05-14,14:07,Friday,NORTH YORK CTR STATION,EUSC,0,0,N,YU,5496
2021-05-14,14:37,Friday,WARDEN STATION,SUUT,0,0,W,BD,5074
2021-05-14,14:42,Friday,ROSEDALE STATION,PUTO,24,27,N,YU,5881
2021-05-14,14:42,Friday,WELLESLEY STATION,MUIS,0,0,,YU,0
2021-05-14,14:43,Friday,DUNDAS WEST STATION,MUIS,0,0,W,BD,5121
2021-05-14,14:56,Friday,EGLINTON STATION,TUCC,0,0,S,YU,5806
2021-05-14,14:57,Friday,KENNEDY BD STATION,SUDP,4,8,W,BD,5151
2021-05-14,15:20,Friday,QUEEN STATION,MUPAA,0,0,N,YU,6011
2021-05-14,15:23,Friday,WELLESLEY STATION,MUATC,5,8,S,YU,5576
2021-05-14,15:26,Friday,LAWRENCE STATION,TUSC,0,0,S,YU,5681
2021-05-14,15:43,Friday,BLOOR STATION,SUDP,0,0,S,YU,0
2021-05-14,16:05,Friday,YONGE BD STATION,MUIS,0,0,W,BD,5143
2021-05-14,16:24,Friday,EGLINTON WEST STATION,MUIR,3,6,N,YU,5781
2021-05-14,16:39,Friday,CASTLE FRANK STATION,MUIRS,0,0,,BD,0
2021-05-14,16:51,Friday,VAUGHAN MC STATION,MUNOA,3,6,S,YU,6011
2021-05-14,17:19,Friday,VAUGHAN MC STATION,MUTO,5,8,S,YU,5906
2021-05-14,17:37,Friday,COLLEGE STATION,MUPAA,0,0,S,YU,5866
2021-05-14,18:04,Friday,UNION STATION,MUTO,3,6,N,YU,5691
2021-05-14,19:06,Friday,QUEEN'S PARK STATION,SUDP,0,0,,YU,0
2021-05-14,19:21,Friday,NORTH YORK CTR STATION,EUSC,0,0,N,YU,5496
2021-05-14,20:02,Friday,VAUGHAN MC STATION,SUDP,0,0,,YU,0
2021-05-14,20:05,Friday,ST GEORGE BD STATION,EUSC,0,0,W,BD,5276
2021-05-14,20:22,Friday,COXWELL STATION,MUI,17,24,E,BD,5034
2021-05-14,20:34,Friday,BROADVIEW STATION,TUMVS,0,0,E,BD,5310
2021-05-14,20:39,Friday,MAIN STREET STATION,MUIS,0,0,,BD,0
2021-05-14,20:46,Friday,COLLEGE STATION,SUDP,0,0,N,YU,0
2021-05-14,21:47,Friday,ST GEORGE BD STATION,EUSC,0,0,W,BD,5276
2021-05-14,21:51,Friday,EGLINTON WEST STATION,MUSAN,7,14,S,YU,5656
2021-05-14,22:00,Friday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0
2021-05-14,22:46,Friday,CHESTER STATION,TUO,3,10,E,BD,5332
2021-05-14,23:04,Friday,KENNEDY BD STATION,TUO,7,14,W,BD,5203
2021-05-14,23:20,Friday,DON MILLS STATION,TUSC,0,0,E,SHP,6186
2021-05-15,00:08,Saturday,KENNEDY BD STATION,MUIR,6,12,W,BD,5247
2021-05-15,01:30,Saturday,LAWRENCE STATION,EUSC,0,0,N,YU,5496
2021-05-15,01:42,Saturday,ST GEORGE BD STATION,SUDP,10,16,E,BD,5026
2021-05-15,02:10,Saturday,DON MILLS STATION,EUBK,0,0,E,SHP,6166
2021-05-15,05:05,Saturday,SPADINA BD STATION,MUNCA,0,0,,,0
2021-05-15,05:52,Saturday,KIPLING STATION,EUOE,0,0,E,BD,5197
2021-05-15,06:10,Saturday,BAY STATION,SUAP,6,11,E,BD,5002
2021-05-15,06:15,Saturday,SPADINA BD STATION,MUIRS,0,0,,BD,0
2021-05-15,06:59,Saturday,YONGE BD STATION,SUDP,4,9,W,BD,5287
2021-05-15,08:51,Saturday,WELLESLEY STATION,SUDP,0,0,N,YU,0
2021-05-15,09:05,Saturday,SHEPPARD WEST STATION,EUDO,3,9,N,YU,5746
2021-05-15,09:28,Saturday,VAUGHAN MC STATION,EUCD,5,11,S,YU,5741
2021-05-15,09:53,Saturday,DON MILLS STATION,PUMEL,0,0,,SHP,0
2021-05-15,09:57,Saturday,VICTORIA PARK STATION,MUPAA,0,0,E,BD,5212
2021-05-15,10:23,Saturday,EGLINTON STATION,TUO,4,8,N,YU,5921
2021-05-15,12:14,Saturday,ISLINGTON STATION,TUSC,0,0,W,BD,5247
2021-05-15,12:20,Saturday,LAWRENCE WEST STATION,SUDP,26,30,S,YU,5741
2021-05-15,12:58,Saturday,FINCH STATION,TUO,4,8,S,YU,5696
2021-05-15,13:05,Saturday,FINCH STATION,MUDD,8,12,S,YU,5491
2021-05-15,13:10,Saturday,SPADINA BD STATION,SUROB,0,0,,BD,0
2021-05-15,13:15,Saturday,WILSON STATION,MUTO,4,8,N,YU,5686
2021-05-15,14:35,Saturday,DUFFERIN STATION,MUIS,0,0,,BD,0
2021-05-15,14:59,Saturday,COLLEGE STATION,MUIS,0,0,,YU,0
2021-05-15,15:05,Saturday,BLOOR STATION,MUPAA,0,0,N,YU,5911
2021-05-15,15:13,Saturday,GLENCAIRN STATION,TUOS,10,14,N,YU,5611
2021-05-15,15:20,Saturday,GLENCAIRN STATION,MUPAA,0,0,N,YU,5611
2021-05-15,15:34,Saturday,NORTH YORK CTR STATION,EUSC,0,0,N,YU,5496
2021-05-15,16:30,Saturday,FINCH WEST STATION,SUDP,0,0,,YU,0
2021-05-15,16:37,Saturday,ROSEDALE STATION,TUSC,0,0,N,YU,5616
2021-05-15,16:47,Saturday,ROSEDALE STATION,MUSC,0,0,N,YU,5666
2021-05-15,17:02,Saturday,WARDEN STATION,MUDD,9,13,E,BD,5303
2021-05-15,17:19,Saturday,DUNDAS STATION,MUNCA,0,0,,YU,0
2021-05-15,18:19,Saturday,KING STATION,SUDP,7,11,S,YU,5586
2021-05-15,18:39,Saturday,UNION STATION,MUIS,0,0,,YU,0
2021-05-15,19:17,Saturday,ROSEDALE STATION,MUSC,0,0,N,YU,5661
2021-05-15,19:47,Saturday,QUEEN'S PARK STATION,SUO,8,12,N,YU,6026
2021-05-15,20:37,Saturday,VAUGHAN MC STATION,EUATC,5,10,S,YU,6021
2021-05-15,20:42,Saturday,NORTH YORK CTR STATION,TUSC,0,0,N,YU,5496
2021-05-15,20:43,Saturday,LESLIE STATION,TUMVS,9,16,E,SHP,6151
2021-05-15,21:02,Saturday,OLD MILL STATION,TUOS,0,0,W,BD,5238
2021-05-15,21:35,Saturday,VAUGHAN MC STATION,MUI,7,14,S,YU,5701
2021-05-15,21:39,Saturday,UNION STATION,MUIR,5,10,N,YU,5941
2021-05-15,22:00,Saturday,YONGE-UNIVERSITY / BLO,MUO,0,0,,YU/BD,0
2021-05-15,23:03,Saturday,LAWRENCE STATION,EUSC,0,0,N,YU,5493
2021-05-16,00:04,Sunday,MAIN STREET STATION,MUIS,0,0,,BD,0
2021-05-16,00:37,Sunday,KENNEDY BD STATION,SUDP,23,27,W,BD,5353
2021-05-16,00:40,Sunday,KENNEDY SRT STATION,SRO,21,27,S,SRT,3016
2021-05-16,00:57,Sunday,MAIN STREET STATION,SUUT,3,7,E,BD,5214
2021-05-16,03:37,Sunday,PIONEER VILLAGE STATIO,MUIS,0,0,,YU,0
2021-05-16,07:39,Sunday,WILSON STATION,MUTO,3,0,S,YU,5931
2021-05-16,07:55,Sunday,SHEPPARD-YONGE STATION,PUOPO,0,0,E,SHP,6166
2021-05-16,08:00,Sunday,KIPLING - ISLIINGTON S,MUO,0,0,,BD,0
2021-05-16,08:40,Sunday,ROSEDALE STATION,MUATC,3,9,S,YU,5941
2021-05-16,09:40,Sunday,ROSEDALE STATION,MUSC,3,9,N,YU,5796
2021-05-16,09:44,Sunday,BLOOR STATION,SUDP,4,9,N,YU,5601
2021-05-16,10:09,Sunday,EGLINTON STATION,MUIR,11,16,S,YU,5721
2021-05-16,10:31,Sunday,DUFFERIN STATION,MUIS,6,10,E,BD,5332
2021-05-16,10:52,Sunday,BLOOR STATION,PUTO,7,13,S,YU,5781
2021-05-16,11:01,Sunday,BLOOR STATION,PUTO,3,9,S,YU,5926
2021-05-16,14:53,Sunday,YONGE BD STATION,MUI,6,10,E,BD,5033
2021-05-16,16:33,Sunday,ROYAL YORK STATION,PUMEL,0,0,,BD,0
2021-05-16,16:40,Sunday,YORK MILLS STATION,TUMVS,0,0,N,YU,5691
2021-05-16,17:51,Sunday,UNION STATION,MUPAA,0,0,N,YU,5961
2021-05-16,17:53,Sunday,ST GEORGE YUS STATION,SUDP,7,12,N,YU,5906
2021-05-16,18:14,Sunday,DUFFERIN STATION,EUTM,9,13,W,BD,5106
2021-05-16,18:16,Sunday,UNION STATION,SUSA,0,0,,YU,0
2021-05-16,18:28,Sunday,KING STATION,SUDP,0,0,,YU,0
2021-05-16,18:48,Sunday,DOWNSVIEW PARK STATION,SUAP,7,12,S,YU,5901
2021-05-16,20:43,Sunday,SPADINA YUS STATION,SUO,0,0,,YU,0
2021-05-16,21:32,Sunday,SPADINA YUS STATION,MUATC,5,12,S,YU,5691
2021-05-16,21:51,Sunday,DON MILLS STATION,PUSNT,0,0,E,SHP,6171
2021-05-16,21:55,Sunday,DON MILLS STATION,MUTO,5,10,W,SHP,6176
2021-05-16,22:00,Sunday,ST GEORGE BD STATION,SUO,0,0,E,BD,5331
2021-05-16,22:00,Sunday,ST GEORGE YUS STATION,SUO,0,0,N,YU,5671
2021-05-16,22:00,Sunday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0
2021-05-16,22:26,Sunday,SHEPPARD-YONGE STATION,TUMVS,0,0,W,SHP,6176
2021-05-16,23:19,Sunday,SHERBOURNE STATION,MUIR,3,7,E,BD,5033
2021-05-16,23:28,Sunday,MUSEUM STATION,SUDP,4,11,N,YU,5576
2021-05-17,01:26,Monday,MAIN STREET STATION,MUIR,0,0,E,BD,5294
2021-05-17,02:58,Monday,GREENWOOD CAR HOUSE,MUIE,0,0,,BD,0
2021-05-17,06:00,Monday,YONGE-UNIVERSITY SUBWA,MUO,0,0,,YU,0
2021-05-17,06:59,Monday,UNION STATION,MUATC,3,6,N,YU,5771
2021-05-17,07:10,Monday,EGLINTON STATION,PUSNT,0,0,S,YU,0
2021-05-17,07:17,Monday,ROSEDALE STATION,SUO,0,0,,YU,0
2021-05-17,08:13,Monday,NORTH YORK CTR STATION,SUDP,0,0,S,YU,0
2021-05-17,08:20,Monday,BAYVIEW STATION,PUCSC,12,17,W,SHP,6151
2021-05-17,09:30,Monday,KEELE STATION,TUS,5,9,W,BD,5250
2021-05-17,10:26,Monday,VICTORIA PARK STATION,SUDP,0,0,,BD,0
2021-05-17,10:27,Monday,UNION STATION,MUATC,3,6,N,YU,5766
2021-05-17,11:39,Monday,DUPONT STATION,SUEAS,17,22,N,YU,5856
2021-05-17,11:50,Monday,FINCH STATION,TUNIP,5,9,S,YU,5556
2021-05-17,11:55,Monday,SPADINA YUS STATION,SUAP,0,0,N,YU,0
2021-05-17,12:00,Monday,SPADINA BD STATION,SUPOL,9,13,E,BD,5216
2021-05-17,12:40,Monday,COXWELL STATION,EUPI,4,8,E,BD,5151
2021-05-17,13:04,Monday,FINCH STATION,TUNIP,4,8,S,YU,5726
2021-05-17,13:06,Monday,ST CLAIR WEST STATION,MUATC,5,10,S,YU,6061
2021-05-17,13:24,Monday,DAVISVILLE STATION,MUPAA,0,0,N,YU,5581
2021-05-17,13:28,Monday,KIPLING STATION,EUSC,0,0,E,BD,5222
2021-05-17,14:06,Monday,ST GEORGE BD STATION,EUDO,5,9,W,BD,5355
2021-05-17,14:38,Monday,ROYAL YORK STATION,EUSC,0,0,E,BD,5220
2021-05-17,14:53,Monday,GREENWOOD WYE,TUMVS,0,0,,BD,5069
2021-05-17,15:01,Monday,UNION STATION,MUATC,10,13,N,YU,5646
2021-05-17,15:13,Monday,ST CLAIR STATION,PUTIJ,3,6,N,YU,5726
2021-05-17,16:11,Monday,BROADVIEW STATION,SUDP,6,10,E,BD,5271
2021-05-17,16:19,Monday,ST CLAIR STATION,PUTIJ,5,8,N,YU,5991
2021-05-17,18:10,Monday,UNION STATION,SUUT,4,7,N,YU,5761
2021-05-17,18:18,Monday,ST CLAIR WEST STATION,PUMEL,0,0,,YU,0
2021-05-17,18:26,Monday,WELLESLEY STATION,SUAP,13,18,S,YU,5771
2021-05-17,19:28,Monday,PAPE STATION,MUD,5,12,E,BD,5310
2021-05-17,20:07,Monday,DAVISVILLE STATION,MUI,7,14,N,YU,5726
2021-05-17,20:31,Monday,SUMMERHILL STATION,SUDP,0,0,N,YU,5641
2021-05-17,21:59,Monday,UNION STATION,SUDP,0,0,N,YU,5731
2021-05-17,22:00,Monday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0
2021-05-17,22:54,Monday,BROADVIEW STATION,MUIS,0,0,,BD,0
2021-05-17,23:08,Monday,COLLEGE STATION,MUIR,0,0,N,YU,5796
2021-05-17,23:11,Monday,NORTH YORK CTR STATION,TUSC,0,0,S,YU,5811
2021-05-17,23:27,Monday,PAPE STATION,SUDP,3,10,E,BD,5218
2021-05-18,06:00,Tuesday,MUSEUM STATION TO OSGO,MUO,0,0,B,BD,0
2021-05-18,06:00,Tuesday,YONGE UNIVERSITY SUBWA,MUO,0,0,B,YU,0
2021-05-18,06:41,Tuesday,DON MILLS STATION,TUSC,0,0,W,SHP,6176
2021-05-18,07:35,Tuesday,UNION STATION,MUATC,4,8,N,YU,5766
2021-05-18,08:04,Tuesday,FINCH STATION,MUSC,4,8,N,YU,5721
2021-05-18,08:10,Tuesday,KIPLING STATION,MUIE,4,8,E,BD,5337
2021-05-18,09:57,Tuesday,YONGE BD STATION,MUO,10,14,W,BD,5276
2021-05-18,10:01,Tuesday,LAWRENCE WEST STATION,MUIS,0,0,,YU,0
2021-05-18,11:50,Tuesday,SCARBOROUGH RAPID TRAN,MRWEA,0,0,,SRT,0
2021-05-18,12:18,Tuesday,DONLANDS STATION,SUDP,0,0,W,BD,5135
